	logFC	AveExpr	t	P.Value	adj.P.Val	B
hsa-miR-379*	-0.135666818	5.21287193	-4.544227827	5.93E-05	0.000470618	1.491915134
hsa-miR-625*	-0.138102472	6.020129712	-3.511542659	0.001213194	0.00468928	-1.395797275
hsa-miR-3618	-0.140217747	5.19273758	-4.981666546	1.57E-05	0.000170339	2.780090535
hsa-miR-200b	0.127467717	5.641409133	0.727431572	0.4716393	0.581774851	-6.499752496
hsa-miR-3661	-0.142667278	5.088124905	-8.590740241	2.91E-10	5.22E-08	13.42133637
hsa-miR-34b*	0.126205407	7.865220859	1.188589675	0.242338512	0.345794465	-6.063496624
hsa-miR-1273d	-0.126188652	7.955858702	-1.142137532	0.260893579	0.369142491	-6.116390162
hsa-miR-18b	0.125710253	6.574168323	1.807402694	0.07901376	0.140410996	-5.180944013
hsa-miR-1286	-0.143566646	5.263509386	-4.635755412	4.50E-05	0.000378681	1.759252026
hsa-miR-369-5p	-0.125677793	6.816980764	-1.086032562	0.284642169	0.396497416	-6.177656777
hsa-miR-3170	-0.123985536	5.424729549	-2.281984018	0.028468786	0.061552896	-4.301017099
hsa-miR-205*	-0.143894858	5.470892868	-2.790136417	0.008352423	0.022867305	-3.19501825
hsa-miR-628-5p	0.122109752	5.319073797	1.290577718	0.205030598	0.303754694	-5.940568463
hsa-miR-3658	-0.145677848	5.402324743	-2.789168699	0.008372921	0.022876925	-3.197265651
hsa-miR-3918	-0.150716858	5.639529584	-2.530191355	0.015888695	0.037613483	-3.780037751
hsa-miR-433	-0.121782222	5.691582629	-1.25594032	0.217181466	0.316312245	-5.983357048
hsa-miR-3200-5p	-0.151777513	5.47143822	-4.346373975	0.000107461	0.000720151	0.918937064
hsa-miR-3149	-0.153454216	5.355844514	-3.099025661	0.003743985	0.012007496	-2.453345116
ebv-miR-BART7	0.12043659	6.165222802	2.160271752	0.037445599	0.077517224	-4.541883331
hsa-miR-4296	-0.154966408	5.683334116	-3.541728286	0.001114755	0.004390571	-1.315789183
hsa-miR-3144-5p	-0.155520465	5.201385848	-6.222537075	3.43E-07	1.15E-05	6.506579255
hsa-miR-374c	-0.157896834	5.995443314	-2.60150373	0.013361034	0.03300407	-3.623380382
hsa-miR-542-5p	0.118789316	7.456495769	0.994487528	0.3265854	0.440792118	-6.271399836
hiv1-miR-H1	0.118766486	8.092217379	1.090307131	0.282780791	0.394312345	-6.173090385
hsa-miR-3201	-0.159851609	5.012861281	-12.95536425	3.67E-15	4.94E-12	24.31252006
hsa-miR-4283	-0.160422466	5.168929046	-10.24011955	3.07E-12	2.07E-09	17.84669543
hsa-miR-543	-0.116086593	7.218630769	-0.754263507	0.45556865	0.567145075	-6.479895951
hsa-miR-127-3p	-0.11600135	8.229358143	-0.785359574	0.43735178	0.549998298	-6.456012971
hsa-miR-214	0.115509229	8.160397338	0.981908778	0.33266056	0.447199375	-6.283671837
hsa-miR-191	-0.160951665	5.317700892	-5.60308085	2.32E-06	4.22E-05	4.640907557
hsa-miR-660	-0.114994272	8.918004295	-0.995812966	0.325949653	0.440375308	-6.270098111
hsa-miR-129-3p	-0.114729426	5.298890296	-2.275400169	0.028899971	0.062385033	-4.314300237
hsa-miR-3939	-0.161674632	5.241063682	-4.509294231	6.59E-05	0.00049734	1.390239885
hsa-miR-409-5p	0.114528482	5.602706278	1.606241111	0.116908152	0.189729254	-5.502838134
hsa-miR-1255a	-0.163523041	5.281426916	-4.777506422	2.92E-05	0.000261762	2.175744999
hsa-miR-3157-5p	-0.165880888	5.227925058	-7.203213173	1.72E-08	1.16E-06	9.431623046
hsa-miR-525-3p	-0.166136543	5.76203093	-2.929965973	0.005836641	0.017286651	-2.865144981
hsa-miR-18b*	0.113697934	5.349162163	1.550561074	0.129704441	0.206515228	-5.586161314
hsa-miR-3915	-0.170301788	5.627112718	-4.360681394	0.000102962	0.000704007	0.960125213
hsv2-miR-H19	-0.176103041	5.156318169	-7.064139291	2.62E-08	1.51E-06	9.020821543
hsa-miR-30b*	-0.178677591	6.616508407	-2.687507822	0.010806734	0.028047535	-3.430534261
hsa-miR-135a	-0.112878301	5.50383521	-1.075590098	0.289225645	0.401222394	-6.188741498
hsa-miR-1283	-0.181241438	5.312201645	-3.601138868	0.000942996	0.003837509	-1.15737404
hsa-miR-921	-0.181877361	5.89351311	-3.122749883	0.003514709	0.011407984	-2.394482246
hsa-miR-100*	-0.184679235	5.495463728	-3.019656486	0.004618192	0.014300469	-2.648376718
hsa-miR-1185	-0.112139234	6.073801777	-1.289401235	0.205434689	0.303754694	-5.942039226
hsa-miR-708	-0.111816998	6.122503269	-0.829866472	0.41205239	0.525103661	-6.420210424
hsa-miR-10a*	-0.186791658	5.472863439	-3.093395761	0.003800436	0.012137734	-2.467275866
hsa-miR-517a	-0.111665501	15.50707149	-0.563204805	0.57676674	0.67674634	-6.60598345
hsa-miR-597	-0.187771241	5.193017016	-3.772863227	0.000578198	0.002570405	-0.692803651
hsa-miR-4252	-0.110672207	5.490990205	-2.072775225	0.045368882	0.089738449	-4.708755724
hsa-miR-3186-3p	-0.189556313	5.719141229	-4.162418215	0.000185679	0.001054333	0.393179037
hsa-miR-3178	-0.192897866	5.340945942	-4.511249765	6.55E-05	0.00049734	1.395926052
hsa-miR-885-3p	-0.193583834	5.459687558	-5.99343322	6.94E-07	1.91E-05	5.816823871
hsa-miR-1909*	0.109330428	5.61021005	2.043701343	0.048309951	0.094177073	-4.763009236
hsa-miR-3675-3p	-0.109110609	5.694690341	-1.519209291	0.137394383	0.216709876	-5.631947737
hsa-miR-1273e	-0.194261811	7.514196348	-2.645699392	0.011986045	0.030426354	-3.524806633
hsa-miR-2117	0.108202028	5.729737505	1.730473335	0.092061542	0.158172063	-5.307840173
hsa-miR-519e*	-0.108186206	10.561603	-0.672084688	0.505795952	0.612135801	-6.538502009
hsa-miR-1471	-0.194603106	7.807482953	-2.525917262	0.016053294	0.03787003	-3.78933135
hsa-miR-516a-3p	-0.194878721	6.886384117	-2.458187718	0.018878551	0.043618196	-3.93513018
hsa-miR-1827	-0.196803024	5.251635046	-9.099448077	6.88E-11	1.85E-08	14.8256698
hsa-miR-372	0.107230955	7.217784713	0.543250107	0.590286639	0.68841221	-6.61708513
hcmv-miR-US25-1	-0.107066419	5.723112792	-1.987355011	0.054487474	0.104253733	-4.86642283
hsa-miR-423-3p	-0.106959498	5.84191415	-1.650050738	0.107582186	0.177807613	-5.435493386
hsa-miR-509-5p	-0.199385028	5.74058878	-3.555110563	0.001073617	0.004265965	-1.280214465
hsa-miR-671-3p	0.106099144	5.251008767	1.961080064	0.057595629	0.108505331	-4.913854959
hsa-miR-431	0.10601646	7.553388768	0.883213852	0.382947386	0.498386597	-6.374798421
hsa-miR-658	-0.200933582	5.581226038	-3.922846542	0.000374867	0.001849618	-0.279576372
hsa-miR-144	0.105622817	11.55383345	0.326148521	0.746189606	0.810235546	-6.712269307
hsa-miR-139-5p	-0.105346762	5.696184933	-1.008982601	0.319678394	0.434517454	-6.257075045
hsa-miR-34a*	-0.202782463	6.126808324	-3.305118727	0.00214761	0.007591866	-1.933725507
hsa-miR-501-3p	-0.104601465	6.303008569	-1.746418282	0.089218009	0.154468713	-5.281919806
hsa-miR-30d*	-0.203813245	5.923515937	-2.833962763	0.007471669	0.021055102	-3.092717217
hsa-miR-345	-0.104317916	6.42296364	-1.574352729	0.12410424	0.198818514	-5.550870768
hsa-miR-629	-0.204337966	6.240312188	-3.461469485	0.001395184	0.005249476	-1.527783863
hsa-miR-30c-1*	-0.204703277	5.952993485	-2.928948837	0.005852051	0.017286651	-2.867580552
hsa-miR-3197	-0.102819451	5.582373754	-1.707343427	0.09632088	0.163611886	-5.345082926
hsa-miR-93	-0.102250063	9.713583238	-1.003485444	0.322286025	0.437179533	-6.262530687
hsa-miR-28-3p	-0.205447468	5.666168809	-3.863703247	0.000445009	0.002081344	-0.443309178
hsa-miR-378b	-0.208999732	7.687611731	-2.780386526	0.008561093	0.023296549	-3.217638266
hsa-let-7b*	0.10100106	5.475023168	1.862590998	0.070649126	0.128081256	-5.087085021
hsa-miR-379	-0.100996991	7.49172209	-0.770810085	0.445820349	0.557585897	-6.467303712
hsa-miR-26b	-0.214769635	12.6988639	-2.655918933	0.011687275	0.029872409	-3.501854074
ebv-miR-BART14	-0.215791616	5.424927847	-6.530094262	1.33E-07	5.70E-06	7.429954545
hsa-miR-429	0.099974846	5.173118154	1.60703887	0.116732595	0.189672866	-5.501625792
hsa-miR-505	-0.216388251	6.20863177	-3.825337716	0.000497163	0.002279073	-0.548981453
hsa-miR-616	-0.217241149	5.497988573	-6.524731696	1.35E-07	5.70E-06	7.413890373
hsa-miR-631	0.099482889	6.29532395	1.648912994	0.107816386	0.177881612	-5.437262054
hsa-miR-3152-3p	-0.21871259	5.354278753	-3.727847459	0.000657798	0.002803968	-0.815507871
hsa-miR-411*	-0.223855915	5.518725473	-3.615487404	0.00090551	0.003718664	-1.118930474
hsa-miR-550a	-0.229304552	6.159630451	-5.836192305	1.13E-06	2.65E-05	5.343037259
hsa-miR-30b	-0.098620184	11.74538985	-0.476967804	0.636251298	0.725682048	-6.651129181
hsa-miR-27a	0.098586198	13.55725991	0.922759198	0.362241048	0.478673229	-6.339389085
hsa-miR-3163	-0.233353278	6.315560232	-4.190183731	0.000171033	0.000997324	0.472059397
hsa-miR-520a-5p	0.0976909	11.8827474	0.83534675	0.409000876	0.522698463	-6.415670566
hsa-miR-125b-1*	-0.234207018	5.949076559	-2.582319209	0.014001932	0.034133112	-3.66581817
hsa-miR-3914	-0.23605794	5.215639725	-6.269532798	2.97E-07	1.05E-05	6.647907733
hsv2-miR-H22	-0.241499134	9.195621012	-2.503608869	0.016938026	0.039473219	-3.837660851
hsa-miR-29c*	-0.243662352	6.689647143	-2.507669914	0.016773721	0.039226045	-3.828885199
hsa-miR-526b*	-0.096755932	6.104053658	-1.654988672	0.106570593	0.17658227	-5.427805048
hsa-miR-101	-0.096658508	9.738701239	-0.676427872	0.503067381	0.60993798	-6.535569174
hsa-miR-3177-3p	-0.243843795	6.064719054	-4.830008593	2.49E-05	0.000234778	2.330691975
hsa-miR-32	-0.095747514	6.646156451	-1.126506387	0.267362042	0.377275307	-6.133748377
hsv1-miR-H4	-0.095716102	5.524532331	-1.949538791	0.05900872	0.110395481	-4.934528897
hsa-miR-190	0.09559055	5.316950907	2.124249188	0.040545912	0.082662874	-4.611233377
hsa-miR-3194-5p	0.095581568	8.532112891	0.963441083	0.341716832	0.457926714	-6.301420847
hsa-miR-27b*	-0.095318611	5.192586443	-0.838257761	0.407385688	0.522120382	-6.413247401
hsa-miR-133a	-0.095166312	5.779229834	-0.751312351	0.45732035	0.56740226	-6.482114027
hsa-miR-181a*	-0.250006961	6.273510859	-2.467162017	0.018479789	0.042770233	-3.915972132
hsa-let-7d	0.094731823	8.721081712	0.49371203	0.62449121	0.717738617	-6.642940733
hsa-miR-3136-5p	-0.251087955	5.586052162	-4.221437369	0.000155899	0.000937906	0.561058441
ebv-miR-BART21-5p	-0.253848638	5.244853831	-8.206719443	8.80E-10	1.19E-07	12.33920779
hsa-miR-302c*	0.093630548	5.588123682	1.850100011	0.072473061	0.130424047	-5.108532685
hsa-miR-299-3p	0.093454473	6.919123562	0.718582353	0.477010037	0.58678769	-6.506148149
hsa-miR-215	-0.253904665	7.018688274	-2.54672483	0.015266427	0.036460776	-3.743984699
hsa-miR-3692*	-0.258366325	5.857024449	-4.934966854	1.81E-05	0.000181841	2.641438713
hsa-miR-370	-0.259344339	6.704032107	-3.898387837	0.000402463	0.001936134	-0.347408262
hsa-miR-624*	-0.092163084	5.832331524	-1.838453882	0.074209654	0.133103068	-5.1284224
hsa-miR-3153	-0.260424464	5.346906774	-5.703356777	1.70E-06	3.31E-05	4.94283754
hsa-miR-196a	0.09197713	5.931865438	0.826822733	0.413753257	0.526772814	-6.422719437
hsa-miR-29c	0.091849639	11.45345186	0.775745888	0.442936596	0.555009856	-6.463496291
hsa-miR-3120-3p	-0.261134746	5.866486445	-4.577010735	5.37E-05	0.000435975	1.587515128
hsa-miR-500b	-0.26470673	5.886153471	-3.389581516	0.00170289	0.006198693	-1.715620574
hsa-miR-566	0.090340438	6.187933004	1.487053055	0.145657853	0.226822114	-5.678054358
kshv-miR-K12-2*	-0.26627282	5.768707853	-4.694140738	3.77E-05	0.000325379	1.930456319
hsa-miR-510	-0.090066768	5.587731974	-1.756009722	0.08754329	0.152747165	-5.266231341
hsv1-miR-H6-5p	-0.275492482	9.589933048	-2.413193146	0.02099846	0.047698019	-4.03043225
hsa-miR-1181	-0.277056056	7.012523727	-2.504077982	0.016918971	0.039473219	-3.836647636
hsa-miR-4311	-0.279216242	5.601225342	-5.237540869	7.15E-06	9.26E-05	3.543327068
hsa-miR-4269	0.089381748	6.03220742	2.105072601	0.042287122	0.085526656	-4.647783161
hsa-miR-222*	-0.281075416	5.360399292	-5.346632745	5.11E-06	7.17E-05	3.870203161
hsa-miR-532-3p	-0.282077209	6.898776754	-3.176111778	0.003046682	0.010208658	-2.261157955
hsa-miR-378	-0.088924526	7.951486764	-1.282156786	0.207936264	0.306780008	-5.951068816
hsa-miR-1304	-0.088667899	5.432526628	-2.266465348	0.029494488	0.063464976	-4.332280713
hsv1-miR-H3	0.088599102	6.323962805	0.774206152	0.443834995	0.555618716	-6.464686547
hsa-miR-3151	-0.284321836	5.862355693	-4.888245674	2.09E-05	0.000206667	2.502957151
hsa-miR-1255b	-0.286535813	6.017067142	-2.93236738	0.005800411	0.017247579	-2.859392671
hsa-miR-519c-3p	-0.296486165	11.67701799	-3.004997775	0.004799408	0.014759822	-2.684071715
hsa-miR-9*	0.087466015	6.517088552	0.933766553	0.356609865	0.473158063	-6.32926981
hsa-miR-1299	-0.296735821	7.070730365	-2.523776897	0.016136307	0.037940749	-3.793981259
hsa-miR-548u	0.086861506	5.165524894	2.268531406	0.029356048	0.063268155	-4.328127666
hsa-miR-634	-0.086707944	5.378134105	-2.082454257	0.044425251	0.088001196	-4.690560568
hsa-miR-3651	-0.297762413	8.302485529	-2.849781189	0.007175659	0.020434699	-3.055545746
hsa-miR-509-3-5p	-0.086517804	5.245119971	-2.371771399	0.023138671	0.051773737	-4.117045761
hsa-miR-4292	-0.08623524	5.150755709	-2.13099858	0.039948311	0.081778685	-4.598308162
hsa-miR-92a-1*	-0.086233978	5.441921637	-2.331217253	0.025423262	0.05586482	-4.200786472
hsa-miR-520b	-0.303194193	8.481335312	-2.581992889	0.014013074	0.034133112	-3.666538161
hsa-miR-501-5p	0.085645329	6.282623924	1.854181745	0.071872677	0.129949659	-5.101537219
hsa-miR-301b	0.085621528	5.529862208	1.628531121	0.112083598	0.183001948	-5.468768743
hsa-miR-24-1*	0.085400654	5.830483424	1.280836875	0.208394509	0.307119698	-5.952708977
hsa-miR-4293	-0.085356002	5.442279121	-2.04698663	0.047969457	0.093916945	-4.756908988
hsa-miR-517*	-0.307952388	9.917322267	-2.431315597	0.020119892	0.045934735	-3.992198776
hsa-miR-4256	-0.084915577	5.15242652	-2.34518632	0.024614317	0.054442505	-4.172060892
hsa-miR-206	-0.084398956	5.793812142	-1.396080884	0.171191551	0.259095527	-5.803745612
hsa-miR-628-3p	-0.310241611	6.083887064	-2.577537709	0.014166009	0.034319451	-3.676361826
hsa-miR-3614-5p	0.084202076	5.960781229	1.424927471	0.162741321	0.249233653	-5.7646552
hsa-miR-3926	-0.311703936	8.498740336	-3.118254716	0.003557104	0.011490214	-2.405655004
hsa-miR-1278	0.083978065	5.186357471	2.115545706	0.041328177	0.083965392	-4.627853768
hsa-miR-3605-5p	-0.312062639	7.093307974	-4.209085392	0.000161716	0.000963859	0.525858344
hsa-miR-582-5p	-0.083062583	6.072605619	-0.901318838	0.373375223	0.488287791	-6.358770905
hsa-miR-4328	-0.312245884	5.367921892	-6.373215016	2.16E-07	8.30E-06	6.959438498
hsa-miR-138-2*	0.082488332	6.238942662	0.887292051	0.380777666	0.496522281	-6.371215325
hsa-miR-515-5p	0.082379211	12.51920615	0.835392606	0.408975403	0.522698463	-6.415632459
hsa-miR-502-3p	-0.08209067	6.681703457	-1.200918638	0.237580085	0.340085414	-6.049130682
hsv2-miR-H9-5p	-0.313164823	6.334593015	-4.701387402	3.69E-05	0.000320353	1.951740324
hsa-miR-450b-3p	0.081703915	5.145561315	1.796615574	0.080743259	0.142918752	-5.199015776
hsa-miR-532-5p	0.081541759	7.642638754	0.880259397	0.384524161	0.499955642	-6.377384328
hsa-miR-3193	-0.314519043	5.756714747	-5.667395257	1.90E-06	3.50E-05	4.834533831
hsa-miR-652	-0.316857373	6.368507489	-3.944369592	0.000352113	0.001764546	-0.219748425
hsa-miR-1266	-0.319017273	5.819365784	-5.02961294	1.35E-05	0.000154547	2.92267243
hsa-miR-331-5p	0.08099629	5.215493349	2.099269851	0.042826834	0.086229814	-4.658792122
hsa-miR-3116	-0.323046532	5.50400578	-5.544963739	2.77E-06	4.72E-05	4.466031731
hcmv-miR-US5-1	-0.326354377	5.444955467	-4.943572818	1.76E-05	0.000181173	2.666972742
hsa-miR-3202	-0.328513006	7.765684275	-3.084948919	0.003886645	0.01237662	-2.488149574
hsa-miR-138-1*	0.080472482	5.498579207	1.662441128	0.105058754	0.175141265	-5.416164332
hsa-miR-1279	0.080249018	5.152454323	2.09387654	0.043333895	0.086990694	-4.669003042
hsa-miR-4291	-0.336109812	9.194031192	-4.334256594	0.000111423	0.000732918	0.884085453
hsa-miR-3622a-5p	-0.340316741	6.02678407	-4.356307772	0.000104317	0.000706107	0.947530148
hsa-miR-20a*	0.079200376	6.222266572	1.59097256	0.120310004	0.19431364	-5.525941014
hsa-miR-101*	-0.078398963	5.399656442	-1.823902128	0.076429186	0.136357767	-5.153128392
hsa-miR-671-5p	-0.341430914	8.885804922	-2.75893532	0.009037397	0.024254214	-3.267226098
hsa-miR-3124-5p	-0.342545488	5.881284305	-3.852845241	0.000459204	0.002132925	-0.473259725
hsa-miR-23b	-0.342714981	12.02445883	-3.129273617	0.003454033	0.011238123	-2.378251206
hsa-miR-138	-0.352306283	5.715338555	-3.44250747	0.001470723	0.005502954	-1.577521428
hsa-miR-424*	-0.354017673	6.508914402	-3.470726597	0.001359673	0.005144606	-1.50345329
hsa-miR-143*	-0.35678336	6.332329587	-2.519779703	0.016292389	0.038233184	-3.802657746
hsa-miR-3679-3p	0.07712072	5.655930377	1.15414333	0.256002472	0.36336705	-6.102906925
hsa-miR-214*	-0.358140928	6.106729672	-3.884241003	0.000419316	0.002002902	-0.386564992
hsa-miR-656	-0.358440192	5.851787468	-3.418714706	0.001571068	0.005797886	-1.639737048
hsa-miR-499-5p	0.076704694	5.488806658	1.344562752	0.187129515	0.281007197	-5.871770664
hsa-miR-30c-2*	-0.076000909	6.399841012	-1.448186439	0.156169501	0.240962563	-5.732617492
hsa-let-7f	-0.075907756	11.85946276	-0.456825811	0.650525131	0.737590363	-6.660609558
hsa-miR-3127-5p	0.075751967	7.66965785	0.97523085	0.335916509	0.451126159	-6.290126772
hsa-miR-518e	-0.360006545	12.79920801	-2.58096643	0.014048175	0.034138541	-3.668802532
hsa-miR-1237	-0.075108986	6.311107582	-1.108614072	0.27490627	0.385326478	-6.153343973
hsa-miR-1262	-0.074470993	5.319094318	-1.683761353	0.100831329	0.169351372	-5.382615297
hsa-miR-194	-0.360887085	7.020545314	-2.618180728	0.012825961	0.031935134	-3.586315997
hsa-miR-3117-3p	0.074214741	5.296402985	0.830664353	0.411607243	0.525033103	-6.419551249
hsa-miR-4282	-0.362255269	5.99455969	-3.226942087	0.002656387	0.009104715	-2.132992496
hsa-miR-514	0.07404946	5.409082777	0.532553252	0.59759616	0.694531516	-6.622874099
hsa-miR-1291	-0.364837341	6.389479123	-3.699770698	0.000712713	0.002981441	-0.891715062
hsa-miR-518a-5p	-0.367580252	7.732749513	-2.776432986	0.008647082	0.023483105	-3.22679609
hsa-miR-3917	-0.073933394	8.307720095	-0.711421631	0.481381417	0.590009798	-6.511267791
hsa-miR-3674	-0.073766003	5.154940418	-2.18928627	0.035103162	0.074112788	-4.485374316
hsv1-miR-H6-3p	0.07336171	5.516463976	0.791285457	0.433930428	0.546776695	-6.451355892
hsa-miR-26a	-0.368900024	12.3820657	-3.713967139	0.000684414	0.002889985	-0.853214024
ebv-miR-BART10*	0.073277657	5.18169562	1.142559383	0.260720585	0.369142491	-6.115918618
hsa-miR-25*	-0.073263245	5.14322145	-2.306665018	0.026903319	0.05844963	-4.250968594
hsa-miR-18a*	0.072543952	5.317027723	1.570707736	0.124949251	0.199889123	-5.556307816
hsa-miR-140-3p	-0.370953873	8.803230093	-4.168414469	0.000182416	0.001041161	0.410199068
hsa-miR-181c	-0.072482834	6.882585455	-0.665849827	0.5097271	0.615678985	-6.542680037
hsa-miR-505*	-0.072396183	5.713045367	-1.492738001	0.144168747	0.224941122	-5.669966385
hsa-miR-2276	0.072363539	8.555334848	0.835375353	0.408984986	0.522698463	-6.415646796
hsa-miR-520f	-0.376478512	9.476343847	-2.534609504	0.015720173	0.037280059	-3.77041944
hsa-miR-744	-0.377347858	6.102691229	-5.078163399	1.17E-05	0.000139059	3.067271571
hsa-miR-633	-0.071122336	5.111580864	-2.088748937	0.043820866	0.087446972	-4.678691884
hsa-miR-4260	-0.071042933	6.160452741	-1.22791686	0.227400878	0.328305448	-6.017194941
hsa-miR-664	-0.377604048	7.317830967	-3.975108445	0.000321933	0.001636391	-0.134083903
hsa-miR-142-5p	0.07095532	7.871338331	0.339737838	0.736016854	0.802764941	-6.707694565
hsa-miR-3126-5p	0.070878072	5.540311364	1.10496457	0.276463489	0.387083831	-6.157304948
hsa-miR-140-5p	0.070230431	8.528643542	0.757053482	0.453916245	0.565610714	-6.477791274
hsa-miR-3135	-0.070011253	5.293682753	-1.965292882	0.057087169	0.108152485	-4.906284034
hsa-miR-107	-0.070009308	10.92259032	-0.700915233	0.487836143	0.59521312	-6.518689226
hsa-miR-3121-3p	-0.378418504	6.729407342	-3.839542013	0.000477197	0.00220888	-0.509908206
hsa-miR-23a	-0.38024686	14.23473544	-4.838433295	2.43E-05	0.000230435	2.355587266
hsa-miR-3911	-0.381700856	9.227749965	-3.951161947	0.000345216	0.001741594	-0.200841211
hsa-miR-889	-0.387829489	5.8034323	-3.710413666	0.000691393	0.002910334	-0.862857198
hsa-miR-125b-2*	-0.388030945	6.479292592	-3.421103441	0.001560704	0.005775463	-1.633500531
hsa-miR-934	0.069421564	6.398166061	0.89219883	0.378177565	0.493609671	-6.366883309
hsa-miR-513a-3p	-0.388732244	5.847054754	-3.134443424	0.003406657	0.011137783	-2.365375089
hsa-miR-493*	0.068951418	7.721805371	0.551105069	0.584946535	0.682775548	-6.612762048
hsa-miR-518d-3p	-0.388989532	6.756480014	-3.829123777	0.000491764	0.002268512	-0.538572579
hsa-miR-340	0.068698596	7.077056184	0.849115447	0.401396279	0.515424965	-6.404137859
hsa-miR-4313	-0.068408681	6.520669778	-1.006056479	0.321064635	0.435961757	-6.259982575
hsa-miR-124	-0.068358136	5.157744868	-1.654949395	0.106578609	0.17658227	-5.42786628
hsa-miR-632	0.068330383	5.51033111	2.04622051	0.048048671	0.0939355	-4.758332241
hsa-miR-30a	-0.068218476	10.16374623	-0.395153732	0.69504784	0.771193938	-6.687120259
hsa-miR-3680*	-0.389868568	6.785748009	-4.393456804	9.33E-05	0.000651447	1.054629875
hsa-miR-188-3p	-0.067962434	5.20530363	-2.107841043	0.042031748	0.085137992	-4.642522542
hsa-miR-34c-3p	-0.067832385	5.6143587	-1.537564079	0.132849046	0.21102319	-5.605241652
hsa-miR-302a*	0.067807532	5.105367897	2.022048693	0.050607416	0.098366795	-4.803020625
hsa-miR-192	0.067677604	7.67476849	0.663910856	0.51095303	0.615678985	-6.543971613
hsa-miR-651	0.067536036	5.079440548	2.113282795	0.041533735	0.084255936	-4.6321664
hcmv-miR-UL36	-0.390200559	6.768071897	-3.275898975	0.002325813	0.00809527	-2.008504049
hsa-miR-545	-0.067186704	5.886164133	-1.434758883	0.159937398	0.2462122	-5.751169451
hsa-miR-1295	0.066902619	5.741710727	1.099532878	0.278792742	0.389557908	-6.163177624
hsa-miR-409-3p	0.066791551	7.212500192	0.56983368	0.572309358	0.672688224	-6.602208457
hsa-miR-377	-0.066734916	9.785126558	-0.392964165	0.696650066	0.772335506	-6.687991585
kshv-miR-K12-5*	-0.392314116	6.762441286	-2.824541554	0.007653348	0.021432556	-3.114793919
hsa-miR-3605-3p	0.066439221	5.131182781	1.835599639	0.074640626	0.133698036	-5.133281151
hsa-miR-1273c	-0.398841518	6.200798822	-5.38018944	4.61E-06	6.67E-05	3.970888137
hsa-miR-450b-5p	-0.066170677	5.26219626	-1.768319224	0.085432766	0.150036423	-5.245991225
hsa-miR-548x_v16.0	-0.06563124	5.129156194	-1.972601582	0.056214281	0.106799205	-4.89311846
hsa-miR-320a	0.065411397	10.47480379	0.797042929	0.430621794	0.544645593	-6.446798794
hsa-miR-369-3p	-0.40245825	6.112291342	-3.544201941	0.001107038	0.004372964	-1.309218159
hsa-miR-4302	-0.405199283	5.478378952	-4.354310948	0.000104942	0.000706783	0.941780991
hsa-miR-4317	-0.41182423	7.462779681	-6.241495026	3.23E-07	1.12E-05	6.563599071
hsa-miR-378*	-0.064951486	6.127462296	-0.962868536	0.342000204	0.457926714	-6.301966002
hsa-miR-3654	-0.414499693	7.497646187	-3.485736729	0.001303932	0.004989762	-1.46393415
hsa-miR-512-5p	-0.426402991	10.87008628	-2.756427637	0.009094659	0.024354883	-3.2730068
hsa-miR-3614-3p	0.064151069	5.165868913	2.185407985	0.035408535	0.074322857	-4.492961084
hsa-miR-581	0.063604504	5.079500003	2.308226209	0.026806948	0.058334345	-4.24778937
hsa-miR-300	-0.063559935	5.328490553	-1.723123268	0.093397635	0.159504645	-5.319720918
hsa-miR-4321	0.063276237	5.17363391	1.623827502	0.113087826	0.18441804	-5.475991762
hsa-miR-92a	-0.063274734	10.00695808	-0.488045976	0.628459751	0.7201668	-6.645742817
hsa-miR-3130-5p	-0.062540177	5.501440002	-1.207205204	0.235180383	0.337367386	-6.04175282
hsa-miR-4319	-0.062532542	5.300746324	-1.530579156	0.134564278	0.213495974	-5.615437815
hsa-miR-625	-0.434979886	8.114894371	-3.037922674	0.004401403	0.013692126	-2.603753796
hsa-miR-523	0.062173742	9.016512518	0.479725759	0.634307592	0.724692389	-6.649799637
hsa-miR-1323	-0.435345097	13.52430309	-3.481865408	0.001318094	0.005029669	-1.474134683
hsa-miR-222	-0.438287504	8.061473535	-3.899159943	0.000401562	0.001936134	-0.345269532
hsa-miR-15a*	0.061544548	5.480352565	1.520758991	0.137005851	0.216350388	-5.629703814
hsa-miR-17*	-0.061100178	7.069791045	-0.721756557	0.475079558	0.585316138	-6.503862781
hsa-miR-3940-3p	-0.060942955	5.299801418	-1.767197962	0.085623222	0.150175105	-5.247839794
hsa-miR-1976	0.060813578	5.128135914	1.307751289	0.19920029	0.296817246	-5.918960273
hsa-miR-3147	-0.438492991	7.692374412	-3.639835366	0.000845167	0.003513703	-1.053535327
hsa-miR-584	-0.446818127	7.696717875	-3.735133487	0.000644231	0.002772456	-0.795690719
hsa-miR-4284	-0.455937567	12.37184044	-2.603295438	0.013302578	0.032938552	-3.619406049
hsa-miR-3923	0.060053956	5.443226624	1.870855808	0.069463977	0.126614313	-5.072828666
kshv-miR-K12-1*	0.059957772	5.113975395	2.178323478	0.035972465	0.075139761	-4.506793387
hsa-miR-380	-0.059946203	5.515973047	-1.047764996	0.301690793	0.41340539	-6.217787235
hsa-miR-551b*	-0.459478821	5.950450075	-4.150285997	0.000192458	0.001075686	0.358767976
