logFC	AveExpr	t	P.Value	adj.P.Val	B
FAM127A	-0.415577471140461	9.25831252765786	-3.6756629142243	0.000396131742990044	0.0127456035581136	-0.109892792161801
TBL2	-0.415038161911038	8.12246267538842	-3.8933105643161	0.000185672184982804	0.00769383023765446	0.579886559957419
PRKCDBP	-0.4132687484814	8.71065982560081	-3.35181494460723	0.00116090060508157	0.0255128638334624	-1.081319187548
ANGPTL2	-0.412800282717924	7.04753455374744	-4.23988751081288	5.26007086201301e-05	0.00323144912317584	1.73513783194857
DUSP14	-0.412382300315755	8.91281396643735	-3.56833430471183	0.000569738653511128	0.0160452485326349	-0.439308529887649
LOH11CR2A	-0.411963510581345	7.59389129176315	-4.35584338402203	3.40070797136486e-05	0.00249300188379418	2.13632752061879
SLC29A3	-0.411299333049378	8.41748101347564	-3.2015304942626	0.00186989333503123	0.0350584936313833	-1.508566066211
LOC644762	-0.409888176319583	7.16352379969915	-5.7458140714357	1.14254847865305e-07	5.92975508708239e-05	7.42171316966297
CD24	-0.409698758691082	7.01502004850427	-4.66593193376552	1.02525932658337e-05	0.00114925344483763	3.24275262438407
SELENBP1	-0.409220319214763	6.72567394272067	-4.44040542849349	2.4636203483491e-05	0.00199708455586447	2.43330344026589
PECAM1	-0.40832874436342	10.3741337186797	-3.88348578589298	0.000192245792527882	0.00787344082742313	0.548137226409303
NKG7	-0.405992738023759	6.59287715704047	-3.2836770155016	0.00144356472156361	0.0296346138920489	-1.27693440795424
EIF3S5	-0.405797679343726	10.4147154246652	-5.84351915783051	7.44878628539507e-08	4.74197710030338e-05	7.82073620906587
LAMA2	-0.405609589324648	7.82621480184263	-3.33096626414892	0.00124133571259053	0.0268490661069448	-1.14150537648985
MAFB	-0.405071714205248	8.23694999464055	-4.56350802632194	1.53127274952572e-05	0.00148975286390617	2.8720629746018
ALS2CR2	-0.40378275114527	8.4320782691742	-3.70615186184073	0.000356828638737472	0.0119776295024174	-0.0150022055330172
C1QC	-0.403397728566766	9.9634875964165	-3.1529176451322	0.00217483498365188	0.0389886294884249	-1.64344778433211
COL15A1	-0.402959104573732	9.89076431439039	-4.58045915377221	1.4333995607013e-05	0.00143397245382741	2.93306376896897
DLK1	-0.402451292591437	12.6659493130972	-4.10293381415979	8.72586587302945e-05	0.00464593467640123	1.27059026396847
SSBP2	-0.402389992498274	6.56877159138913	-5.32446264219153	6.96836438767065e-07	0.000190577023375695	5.73737696132553
LOC440359	-0.401727261730676	9.08215943737026	-4.33156659212064	3.7279781823497e-05	0.00261901654247512	2.05174932598857
SLC25A39	-0.401119820279607	9.98068263870914	-3.18115151147764	0.0019925191633305	0.0367248375467726	-1.56530981743118
PMP22	-0.400935011984463	7.60598733566252	-4.49065575608954	2.03075191146585e-05	0.00180451001981301	2.61149583838106
SH3BGRL3	-0.400197425384578	8.77972601958726	-4.11367910586121	8.38915017412576e-05	0.00454824983228924	1.30666624782376
ACLY	-0.399983217187588	9.18784420931386	-4.80005089306372	6.01910724843008e-06	0.000834828311800236	3.73560447641082
GOT1	-0.399704284988561	8.71876597542797	-4.60676136697727	1.29342419953128e-05	0.00132101009324743	3.02799075166794
RIMS3	-0.399534839402007	6.80499814016895	-3.95489334866512	0.00014910738409347	0.0067961025154207	0.780182204104133
DOCK2	-0.399504186162887	7.52860901025224	-3.77011824100265	0.000286076209670138	0.0104163902734035	0.185937422427222
FSCN1	-0.398366424942251	10.5224131249433	-4.15900175992419	7.10128639650502e-05	0.00400896934320125	1.45953387260674
PXMP3	-0.397856436852638	7.71269395512225	-3.81382553589668	0.000245644855121175	0.00940326977286564	0.324666866453966
MAEA	-0.397403996726871	6.54828151929619	-5.73840794685667	1.18005890322069e-07	5.92975508708239e-05	7.39158943321002
ECD	-0.396018033710374	6.78513002773193	-5.82792840231785	7.97663020022829e-08	4.78870184752242e-05	7.75686528587064
TMED4	-0.39517989453724	9.24458146985144	-3.6557629308908	0.000423965050313984	0.0132442261409661	-0.171516248719528
CAV2	-0.392944255716678	8.40156599952753	-4.15650865623492	7.16689219109119e-05	0.00403674792657937	1.45109557538594
LRRC33	-0.390716589782593	7.49153320746696	-3.97957629640165	0.000136478772087132	0.0063864800307085	0.861080704886687
HCST	-0.390141949511795	9.3995088282455	-3.42902944619096	0.000903663630767987	0.0216159150706737	-0.855890601585885
TSPAN7	-0.390107716391421	7.02006820112741	-3.72269372938148	0.000337084820115566	0.011604203863391	0.0367210554667805
ANXA2	-0.389838247420595	7.80644088750949	-3.19636635923553	0.00190028301149462	0.0353625161946046	-1.5229724433616
GSR	-0.389493376063123	7.1184916270102	-3.384734998466	0.00104378839060936	0.0238107575963472	-0.985693034529246
CLOCK	-0.389052330491515	6.49316543186732	-3.60933412758989	0.000496290444600134	0.0146823233213794	-0.314327292857765
